0,303,590
0,303,579
0,303,580
0,303,591
0,303,593
0,303,590
0,303,581
0,303,569
0,303,571
0,303,568
0,303,561
0,303,567
0,303,568
0,303,559
0,303,549
0,303,553
0,303,558
0,303,548
0,303,541
0,303,546
0,303,552
0,303,547
0,303,543
0,303,545
0,303,542
0,303,531
0,303,526
0,303,536
0,303,538
0,303,532
0,303,537
0,303,535
0,303,521
0,303,514
0,303,513
0,303,516
0,303,519
0,303,520
0,303,525
0,303,521
0,303,507
0,303,505
0,303,512
0,303,508
0,303,492
0,303,498
0,303,515
0,303,501
0,303,488
0,303,501
0,303,505
0,303,507
0,303,503
0,303,490
0,303,487
0,303,492
0,303,491
0,303,483
0,303,483
0,303,483
0,303,474
0,303,472
0,303,479
0,303,478
0,303,468
0,303,474
0,303,481
0,303,474
0,303,467
0,303,468
0,303,471
0,303,475
0,303,473
0,303,457
0,303,457
0,303,469
0,303,459
0,303,447
0,303,453
0,303,458
0,303,458
0,303,458
0,303,453
0,303,446
0,303,452
0,303,459
0,303,448
0,303,435
0,303,445
0,303,454
0,303,444
0,303,440
0,303,445
0,303,435
0,303,429
0,303,436
0,303,438
0,303,434
0,303,432
0,303,439
0,303,444
0,303,436
0,303,429
0,303,428
0,303,429
0,303,434
0,303,437
0,303,434
0,303,426
0,303,421
0,303,416
0,303,417
0,303,424
0,303,425
0,303,418
0,303,414
0,303,411
0,303,407
0,303,406
0,303,406
0,303,412
0,303,411
0,303,409
0,303,424
0,303,431
0,303,416
0,303,400
0,303,389
0,303,398
0,303,416
0,303,414
0,303,403
0,303,402
0,303,401
0,303,399
0,303,401
0,303,394
0,303,389
0,303,397
0,303,400
0,303,398
0,303,394
0,303,390
0,303,390
0,303,393
0,303,393
0,303,390
0,303,389
0,303,395
0,303,397
0,303,389
0,303,384
0,303,386
0,303,379
0,303,379
0,303,398
0,303,396
0,303,375
0,303,378
0,303,388
0,303,380
0,303,377
0,303,377
0,303,371
0,303,378
0,303,386
0,303,380
0,303,378
0,303,373
0,303,372
0,303,378
0,303,377
0,303,370
0,303,370
0,303,376
0,303,371
0,303,368
0,303,375
0,303,376
0,303,371
0,303,365
0,303,369
0,303,378
0,303,366
0,303,355
0,303,360
0,303,363
0,303,364
0,303,362
